181.4	16.13	7848	
204.26	18.08	8255	805.78
272.53	22.75	8760.92	993.8
319.87	20.53	7603.61	1079.8
491.92	30.89	8505.13	1216.34
571.35	36.08	9011.94	1308.41
605.67	39.61	9683.97	1419.94
665.59	47.37	10210.23	1611.32
640.37	50.27	11005.67	1612.41
628.92	47.96	12360.74	1913.8
851.12	64.05	21463.16	2522.94

