0.0429059;0.059523;0.102733;0.0494501;0.0452243;0.0423995;0.0416745;0.0502107;0.0488866;0.0789561;0.16223;0.0805108;0.195296;
0.0412149;0.0596911;0.11416;0.0484871;0.0439338;0.0409367;0.0399328;0.0489536;0.0475337;0.0817962;0.211798;0.0818095;0.139753;
0.0423192;0.0608319;0.128893;0.0484434;0.0435467;0.0403656;0.0408565;0.0513753;0.0496839;0.094719;0.127449;0.0947384;0.176778;
0.0117293;0.0171912;0.0312106;0.0141196;0.0128517;0.0120108;0.0113891;0.0159004;0.0166082;0.0318419;0.0530786;0.0348862;0.737182;
0.0330503;0.0449217;0.0935486;0.0358874;0.0328244;0.0304159;0.0318627;0.0515278;0.0548848;0.183044;0.0618417;0.235323;0.110868;
0.0332479;0.0451622;0.0938105;0.0360966;0.0330211;0.0306019;0.0320552;0.0517857;0.0551498;0.182703;0.0621177;0.234247;0.110002;
0.0183491;0.0251051;0.0657944;0.0193189;0.018201;0.0166451;0.0175749;0.0319333;0.0341435;0.46935;0.0372211;0.212119;0.0342449;
0.0362615;0.0541678;0.189808;0.0402409;0.035952;0.0327168;0.0346462;0.0499623;0.0486998;0.166954;0.0868273;0.164872;0.0588913;
0.0350363;0.0550926;0.297445;0.0395043;0.0347126;0.0313565;0.033352;0.0466305;0.0425056;0.130529;0.0964615;0.10855;0.0488233;
0.0965703;0.0573465;0.105315;0.0770332;0.0950502;0.0803909;0.0888733;0.0516129;0.0483796;0.0926049;0.0721824;0.0850072;0.0496341;
0.143809;0.0653967;0.0478482;0.107491;0.16676;0.116625;0.143283;0.0292613;0.0278437;0.044149;0.0373749;0.0417581;0.0283988;
1;0;0;0;0;0;0;0;0;0;0;0;0;
0.0362175;0.0362401;0.017025;0.0799288;0.239054;0.432944;0.0907499;0.00949093;0.00911193;0.0130998;0.0134281;0.0125622;0.0101479;
0;1;0;0;0;0;0;0;0;0;0;0;0;
0.0388469;0.0497476;0.100901;0.0399412;0.0385721;0.0356505;0.0374037;0.139219;0.11605;0.150301;0.067854;0.129497;0.0560154;
0;0;1;0;0;0;0;0;0;0;0;0;0;
0.0441193;0.064809;0.118343;0.0531623;0.0483634;0.0451834;0.0428337;0.0517692;0.049471;0.0798796;0.203096;0.0754663;0.123504;
0.0482537;0.0631946;0.0993827;0.0537211;0.0496143;0.0468235;0.0469806;0.0556827;0.0543515;0.0830124;0.139838;0.0854072;0.173738;
0.0453702;0.0603096;0.100094;0.0505744;0.0464356;0.0436505;0.0440855;0.0529704;0.0515954;0.0825363;0.133905;0.0852549;0.203218;
0.0478242;0.0607484;0.0890486;0.0526456;0.0490343;0.046545;0.0466858;0.0560024;0.0577377;0.0865636;0.116457;0.0908803;0.199827;
0;0;0;1;0;0;0;0;0;0;0;0;0;
0;0;0;0;1;0;0;0;0;0;0;0;0;
0;0;0;0;0;1;0;0;0;0;0;0;0;
0;0;0;0;0;0;1;0;0;0;0;0;0;
0.256464;0.0451489;0.0342434;0.0665236;0.0900679;0.097859;0.254484;0.0222322;0.021255;0.0319654;0.0276527;0.0304645;0.0216388;
0.149082;0.065335;0.0575052;0.101052;0.144744;0.108253;0.128264;0.0340332;0.032305;0.05271;0.0440905;0.0496441;0.0329807;
0.192364;0.0636983;0.0565696;0.0946668;0.129405;0.100618;0.116681;0.0344084;0.032728;0.0521399;0.0440528;0.0492819;0.0333858;
0;0;0;0;0;0;0;1;0;0;0;0;0;
0;0;0;0;0;0;0;0;1;0;0;0;0;
0;0;0;0;0;0;0;0;0;1;0;0;0;
0.0387456;0.0527419;0.151834;0.0400753;0.0384141;0.0349505;0.037016;0.0705724;0.0628491;0.188275;0.0803401;0.151303;0.0528829;
0.0325001;0.0445754;0.135596;0.0336395;0.0322164;0.0292571;0.0310205;0.0503552;0.0488969;0.259786;0.06893;0.184202;0.0490239;
0.035885;0.0499311;0.170511;0.0371932;0.0355597;0.0321808;0.0341914;0.0506373;0.0492481;0.213154;0.0795361;0.161893;0.0500803;
0.038102;0.0543016;0.234192;0.0395783;0.037736;0.0339569;0.0362004;0.051394;0.0466242;0.159404;0.0911575;0.128915;0.0484379;
0.0308042;0.0527207;0.373422;0.0372342;0.0320378;0.0288939;0.029368;0.040574;0.0371214;0.105668;0.0962132;0.0895077;0.0464358;
0.0225831;0.042816;0.517355;0.0296465;0.0253425;0.0227657;0.0215662;0.0294107;0.0272069;0.0761165;0.0827833;0.0649996;0.0374084;
0.0285545;0.0524778;0.368874;0.0370763;0.031906;0.0287772;0.0273122;0.0367949;0.0373042;0.1138;0.0956705;0.0952231;0.0462287;
0;0;0;0;0;0;0;0;0;0;1;0;0;
0.0124698;0.0208114;0.0586712;0.0158562;0.0140138;0.0128497;0.012017;0.0153103;0.0144296;0.0284748;0.724761;0.0260614;0.0442739;
0.0346326;0.0544473;0.121508;0.0429638;0.0384823;0.0355881;0.0334869;0.0416484;0.0395042;0.0707274;0.321647;0.065781;0.0995832;
0.042296;0.0649715;0.124054;0.0527943;0.0478432;0.0445834;0.0410554;0.0496884;0.0474657;0.077003;0.229476;0.0726989;0.106071;
